,Disease,Disease Type,Year,Week,Current Year,Previous Year,Median Previous 5 Years,Cumulative Current Year,Cumulative Previous Year,Cumulative Median Previous 5 Years
4637,Murine Typhus,VECTOR-BORNE DISEASES,2025,19,5,6,0,45,23,4
4638,Nipah Virus Infection,VECTOR-BORNE DISEASES,2025,19,0,0,0,0,0,0
4639,Plague,VECTOR-BORNE DISEASES,2025,19,0,0,0,0,0,0
4640,Yellow Fever,VECTOR-BORNE DISEASES,2025,19,0,0,0,0,0,0
4641,Zika Virus Infection,VECTOR-BORNE DISEASES,2025,19,0,0,0,4,6,1
4642,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2025,19,0,0,0,0,0,0
4643,Diphtheria,AIR/DROPLET-BORNE DISEASES,2025,19,0,0,0,0,0,0
4644,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2025,19,0,0,0,0,0,0
4645,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2025,19,0,0,0,0,0,0
4646,Legionellosis,AIR/DROPLET-BORNE DISEASES,2025,19,1,0,0,17,7,7
4647,Measles,AIR/DROPLET-BORNE DISEASES,2025,19,2,0,0,10,7,5
4648,Melioidosis,AIR/DROPLET-BORNE DISEASES,2025,19,1,4,0,21,14,14
4649,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2025,19,0,1,0,3,1,1
4650,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2025,19,0,0,0,0,0,0
4651,"#Mpox",AIR/DROPLET-BORNE DISEASES,2025,19,0,0,,5,8,
4652,Mumps,AIR/DROPLET-BORNE DISEASES,2025,19,2,7,7,86,97,76
4653,Pertussis,AIR/DROPLET-BORNE DISEASES,2025,19,6,2,0,42,33,6
4654,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2025,19,3,1,1,48,52,33
4655,Rubella,AIR/DROPLET-BORNE DISEASES,2025,19,0,0,0,0,0,0
4656,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2025,19,0,0,0,0,0,0
4657,Tetanus,AIR/DROPLET-BORNE DISEASES,2025,19,0,0,0,0,0,0
4658,Acute Hepatitis B,OTHER DISEASES,2025,19,0,0,1,13,12,13
4659,Acute Hepatitis C,OTHER DISEASES,2025,19,2,0,0,18,6,6
4660,Botulism,OTHER DISEASES,2025,19,0,0,0,0,0,0
4661,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2025,20,0,0,0,33,12,12
4662,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2025,20,0,1,1,21,13,20
4663,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2025,20,16,12,13,223,184,184
4664,Cholera,FOOD/WATER-BORNE DISEASES,2025,20,0,0,0,2,0,0
4665,Paratyphoid,FOOD/WATER-BORNE DISEASES,2025,20,0,0,0,8,11,7
4666,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2025,20,0,0,0,1,0,0
4667,Salmonellosis,FOOD/WATER-BORNE DISEASES,2025,20,21,23,26,458,478,478
4668,Typhoid,FOOD/WATER-BORNE DISEASES,2025,20,0,2,1,20,21,23
4669,Chikungunya Fever,VECTOR-BORNE DISEASES,2025,20,0,1,0,9,5,5
4670,Dengue Fever,VECTOR-BORNE DISEASES,2025,20,102,291,291,1894,7403,7403
4671,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2025,20,1,0,2,5,28,18
4672,Japanese Encephalitis,VECTOR-BORNE DISEASES,2025,20,0,0,0,0,0,0
4673,Leptospirosis,VECTOR-BORNE DISEASES,2025,20,0,0,1,30,19,14
4674,Malaria,VECTOR-BORNE DISEASES,2025,20,0,1,0,10,8,5
4675,Murine Typhus,VECTOR-BORNE DISEASES,2025,20,5,0,0,50,23,4
4676,Nipah Virus Infection,VECTOR-BORNE DISEASES,2025,20,0,0,0,0,0,0
4677,Plague,VECTOR-BORNE DISEASES,2025,20,0,0,0,0,0,0
4678,Yellow Fever,VECTOR-BORNE DISEASES,2025,20,0,0,0,0,0,0
4679,Zika Virus Infection,VECTOR-BORNE DISEASES,2025,20,0,1,0,4,7,1
4680,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2025,20,0,0,0,0,0,0
4681,Diphtheria,AIR/DROPLET-BORNE DISEASES,2025,20,0,0,0,0,0,0
4682,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2025,20,0,0,0,0,0,0
4683,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2025,20,0,0,0,0,0,0
4684,Legionellosis,AIR/DROPLET-BORNE DISEASES,2025,20,0,1,1,17,8,8
4685,Measles,AIR/DROPLET-BORNE DISEASES,2025,20,0,1,0,10,8,5
4686,Melioidosis,AIR/DROPLET-BORNE DISEASES,2025,20,2,3,0,23,17,15
4687,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2025,20,1,0,0,4,1,1
4688,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2025,20,0,0,0,0,0,0
4689,"#Mpox",AIR/DROPLET-BORNE DISEASES,2025,20,0,0,,5,8,
4690,Mumps,AIR/DROPLET-BORNE DISEASES,2025,20,7,4,4,93,101,82
4691,Pertussis,AIR/DROPLET-BORNE DISEASES,2025,20,0,1,0,42,34,6
4692,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2025,20,3,2,1,51,54,34
4693,Rubella,AIR/DROPLET-BORNE DISEASES,2025,20,0,0,0,0,0,0
4694,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2025,20,0,0,0,0,0,0
4695,Tetanus,AIR/DROPLET-BORNE DISEASES,2025,20,0,0,0,0,0,0
4696,Acute Hepatitis B,OTHER DISEASES,2025,20,1,1,1,14,13,14
4697,Acute Hepatitis C,OTHER DISEASES,2025,20,3,0,0,20,6,6
4698,Botulism,OTHER DISEASES,2025,20,0,0,0,0,0,0
4699,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2025,21,4,2,0,37,14,13
4700,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2025,21,1,2,1,22,15,21
4701,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2025,21,5,6,6,226,190,190
4702,Cholera,FOOD/WATER-BORNE DISEASES,2025,21,0,0,0,2,0,0
4703,Paratyphoid,FOOD/WATER-BORNE DISEASES,2025,21,0,0,0,8,11,7
4704,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2025,21,0,0,0,1,0,0
4705,Salmonellosis,FOOD/WATER-BORNE DISEASES,2025,21,27,41,33,485,564,513
4706,Typhoid,FOOD/WATER-BORNE DISEASES,2025,21,1,0,0,21,21,23
4707,Chikungunya Fever,VECTOR-BORNE DISEASES,2025,21,0,0,0,9,5,5
4708,Dengue Fever,VECTOR-BORNE DISEASES,2025,21,116,287,287,2010,7690,7690
4709,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2025,21,2,1,1,7,29,22
4710,Japanese Encephalitis,VECTOR-BORNE DISEASES,2025,21,0,0,0,0,0,0
4711,Leptospirosis,VECTOR-BORNE DISEASES,2025,21,2,0,0,32,19,18
4712,Malaria,VECTOR-BORNE DISEASES,2025,21,0,1,1,10,9,6
4713,Murine Typhus,VECTOR-BORNE DISEASES,2025,21,0,0,0,50,23,4
4714,Nipah Virus Infection,VECTOR-BORNE DISEASES,2025,21,0,0,0,0,0,0
4715,Plague,VECTOR-BORNE DISEASES,2025,21,0,0,0,0,0,0
4716,Yellow Fever,VECTOR-BORNE DISEASES,2025,21,0,0,0,0,0,0
4717,Zika Virus Infection,VECTOR-BORNE DISEASES,2025,21,0,0,0,4,7,1
4718,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2025,21,0,0,0,0,0,0
4719,Diphtheria,AIR/DROPLET-BORNE DISEASES,2025,21,0,0,0,0,0,0
4720,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2025,21,0,0,0,0,0,0
4721,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2025,21,0,0,0,0,0,0
4722,Legionellosis,AIR/DROPLET-BORNE DISEASES,2025,21,0,1,0,17,9,9
4723,Measles,AIR/DROPLET-BORNE DISEASES,2025,21,0,0,0,10,8,5
4724,Melioidosis,AIR/DROPLET-BORNE DISEASES,2025,21,2,4,1,25,21,16
4725,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2025,21,0,0,0,4,1,1
4726,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2025,21,0,0,0,0,0,0
4727,"#Mpox",AIR/DROPLET-BORNE DISEASES,2025,21,1,0,,6,8,
4728,Mumps,AIR/DROPLET-BORNE DISEASES,2025,21,7,6,3,100,107,85
4729,Pertussis,AIR/DROPLET-BORNE DISEASES,2025,21,2,2,0,44,36,6
4730,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2025,21,3,1,1,54,55,34
4731,Rubella,AIR/DROPLET-BORNE DISEASES,2025,21,0,0,0,0,0,0
4732,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2025,21,0,0,0,0,0,0
4733,Tetanus,AIR/DROPLET-BORNE DISEASES,2025,21,0,0,0,0,0,0
4734,Acute Hepatitis B,OTHER DISEASES,2025,21,1,2,1,15,15,15
4735,Acute Hepatitis C,OTHER DISEASES,2025,21,0,0,0,20,6,6
4736,Botulism,OTHER DISEASES,2025,21,0,0,0,0,0,0
4737,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2025,22,1,1,0,38,15,14
4738,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2025,22,4,1,0,26,17,23
4739,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2025,22,14,7,8,239,202,198
4740,Cholera,FOOD/WATER-BORNE DISEASES,2025,22,0,0,0,2,0,0
4741,Paratyphoid,FOOD/WATER-BORNE DISEASES,2025,22,1,1,0,9,12,7
4742,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2025,22,0,0,0,1,0,0
4743,Salmonellosis,FOOD/WATER-BORNE DISEASES,2025,22,39,38,32,522,602,551
4744,Typhoid,FOOD/WATER-BORNE DISEASES,2025,22,0,1,1,21,22,23
4745,Chikungunya Fever,VECTOR-BORNE DISEASES,2025,22,0,0,0,9,5,5
4746,Dengue Fever,VECTOR-BORNE DISEASES,2025,22,117,312,312,2127,8002,8002
4747,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2025,22,1,1,1,8,30,23
4748,Japanese Encephalitis,VECTOR-BORNE DISEASES,2025,22,0,0,0,0,0,0
4749,Leptospirosis,VECTOR-BORNE DISEASES,2025,22,1,2,1,33,21,21
4750,Malaria,VECTOR-BORNE DISEASES,2025,22,2,0,0,12,9,7
4751,Murine Typhus,VECTOR-BORNE DISEASES,2025,22,0,3,0,50,26,4
4752,Nipah Virus Infection,VECTOR-BORNE DISEASES,2025,22,0,0,0,0,0,0
4753,Plague,VECTOR-BORNE DISEASES,2025,22,0,0,0,0,0,0
4754,Yellow Fever,VECTOR-BORNE DISEASES,2025,22,0,0,0,0,0,0
4755,Zika Virus Infection,VECTOR-BORNE DISEASES,2025,22,1,0,0,5,7,1
4756,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2025,22,0,0,0,0,0,0
4757,Diphtheria,AIR/DROPLET-BORNE DISEASES,2025,22,0,0,0,0,0,0
4758,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2025,22,0,0,0,0,0,0
4759,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2025,22,0,0,0,0,0,0
4760,Legionellosis,AIR/DROPLET-BORNE DISEASES,2025,22,1,1,0,18,10,9
4761,Measles,AIR/DROPLET-BORNE DISEASES,2025,22,1,0,0,11,8,5
4762,Melioidosis,AIR/DROPLET-BORNE DISEASES,2025,22,0,3,1,25,24,16
4763,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2025,22,0,0,0,4,1,1
4764,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2025,22,0,0,0,0,0,0
4765,Mpox,AIR/DROPLET-BORNE DISEASES,2025,22,1,0,,7,8,
4766,Mumps,AIR/DROPLET-BORNE DISEASES,2025,22,6,5,3,106,112,88
4767,Pertussis,AIR/DROPLET-BORNE DISEASES,2025,22,1,2,0,45,38,6
4768,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2025,22,4,2,0,58,57,34
4769,Rubella,AIR/DROPLET-BORNE DISEASES,2025,22,0,0,0,0,0,0
4770,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2025,22,0,0,0,0,0,0
4771,Tetanus,AIR/DROPLET-BORNE DISEASES,2025,22,0,0,0,0,0,0
4772,Acute Hepatitis B,OTHER DISEASES,2025,22,0,1,1,15,16,16
4773,Acute Hepatitis C,OTHER DISEASES,2025,22,0,0,0,19,6,6
4774,Botulism,OTHER DISEASES,2025,22,0,0,0,0,0,0
4775,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2025,23,2,1,0,40,16,15
4776,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2025,23,1,0,0,27,17,24
4777,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2025,23,11,8,12,249,210,208
4778,Cholera,FOOD/WATER-BORNE DISEASES,2025,23,0,0,0,2,0,0
4779,Paratyphoid,FOOD/WATER-BORNE DISEASES,2025,23,1,1,0,10,13,7
4780,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2025,23,0,0,0,1,0,0
4781,Salmonellosis,FOOD/WATER-BORNE DISEASES,2025,23,21,28,28,538,630,574
4782,Typhoid,FOOD/WATER-BORNE DISEASES,2025,23,3,2,0,24,24,25
4783,Chikungunya Fever,VECTOR-BORNE DISEASES,2025,23,1,0,0,10,5,5
4784,Dengue Fever,VECTOR-BORNE DISEASES,2025,23,115,332,332,2242,8334,8334
4785,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2025,23,3,1,0,11,31,23
4786,Japanese Encephalitis,VECTOR-BORNE DISEASES,2025,23,0,0,0,0,0,0
4787,Leptospirosis,VECTOR-BORNE DISEASES,2025,23,0,1,1,33,22,21
4788,Malaria,VECTOR-BORNE DISEASES,2025,23,0,0,0,12,9,7
4789,Murine Typhus,VECTOR-BORNE DISEASES,2025,23,1,2,1,51,28,4
4790,Nipah Virus Infection,VECTOR-BORNE DISEASES,2025,23,0,0,0,0,0,0
4791,Plague,VECTOR-BORNE DISEASES,2025,23,0,0,0,0,0,0
4792,Yellow Fever,VECTOR-BORNE DISEASES,2025,23,0,0,0,0,0,0
4793,Zika Virus Infection,VECTOR-BORNE DISEASES,2025,23,1,0,0,6,7,1
4794,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2025,23,0,0,0,0,0,0
4795,Diphtheria,AIR/DROPLET-BORNE DISEASES,2025,23,0,0,0,0,0,0
4796,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2025,23,0,0,0,0,0,0
4797,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2025,23,0,0,0,0,0,0
4798,Legionellosis,AIR/DROPLET-BORNE DISEASES,2025,23,1,0,0,19,10,9
4799,Measles,AIR/DROPLET-BORNE DISEASES,2025,23,0,0,0,11,8,6
4800,Melioidosis,AIR/DROPLET-BORNE DISEASES,2025,23,2,2,1,27,26,16
4801,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2025,23,0,0,0,4,1,1
4802,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2025,23,0,0,0,0,0,0
4803,Mpox,AIR/DROPLET-BORNE DISEASES,2025,23,0,0,,7,8,
4804,Mumps,AIR/DROPLET-BORNE DISEASES,2025,23,3,7,2,109,119,90
4805,Pertussis,AIR/DROPLET-BORNE DISEASES,2025,23,2,5,0,47,43,7
4806,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2025,23,4,1,0,62,58,34
4807,Rubella,AIR/DROPLET-BORNE DISEASES,2025,23,0,0,0,0,0,0
4808,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2025,23,0,0,0,0,0,0
4809,Tetanus,AIR/DROPLET-BORNE DISEASES,2025,23,0,0,0,0,0,0
4810,Acute Hepatitis B,OTHER DISEASES,2025,23,0,1,0,16,17,17
4811,Acute Hepatitis C,OTHER DISEASES,2025,23,1,1,0,17,7,7
4812,Botulism,OTHER DISEASES,2025,23,0,0,0,0,0,0
4813,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2025,24,1,1,0,41,17,15
4814,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2025,24,1,1,1,28,18,24
4815,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2025,24,9,14,9,258,224,223
4816,Cholera,FOOD/WATER-BORNE DISEASES,2025,24,0,0,0,2,0,0
4817,Paratyphoid,FOOD/WATER-BORNE DISEASES,2025,24,0,0,0,10,13,7
4818,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2025,24,0,0,0,1,0,0
4819,Salmonellosis,FOOD/WATER-BORNE DISEASES,2025,24,34,27,32,569,657,602
4820,Typhoid,FOOD/WATER-BORNE DISEASES,2025,24,0,2,2,24,26,26
4821,Chikungunya Fever,VECTOR-BORNE DISEASES,2025,24,2,0,0,12,5,5
4822,Dengue Fever,VECTOR-BORNE DISEASES,2025,24,125,303,303,2367,8637,8637
4823,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2025,24,1,0,0,12,31,25
4824,Japanese Encephalitis,VECTOR-BORNE DISEASES,2025,24,0,0,0,0,0,0
4825,Leptospirosis,VECTOR-BORNE DISEASES,2025,24,1,0,1,34,22,22
4826,Malaria,VECTOR-BORNE DISEASES,2025,24,3,1,0,15,10,7
4827,Murine Typhus,VECTOR-BORNE DISEASES,2025,24,0,1,0,51,29,4
4828,Nipah Virus Infection,VECTOR-BORNE DISEASES,2025,24,0,0,0,0,0,0
4829,Plague,VECTOR-BORNE DISEASES,2025,24,0,0,0,0,0,0
4830,Yellow Fever,VECTOR-BORNE DISEASES,2025,24,0,0,0,0,0,0
4831,Zika Virus Infection,VECTOR-BORNE DISEASES,2025,24,1,0,0,7,7,1
4832,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2025,24,0,0,0,0,0,0
4833,Diphtheria,AIR/DROPLET-BORNE DISEASES,2025,24,0,0,0,0,0,0
4834,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2025,24,0,0,0,0,0,0
4835,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2025,24,0,0,0,0,0,0
4836,Legionellosis,AIR/DROPLET-BORNE DISEASES,2025,24,2,2,0,21,12,9
4837,Measles,AIR/DROPLET-BORNE DISEASES,2025,24,1,0,0,12,8,6
4838,Melioidosis,AIR/DROPLET-BORNE DISEASES,2025,24,1,0,0,28,26,19
4839,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2025,24,0,0,0,4,1,1
4840,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2025,24,0,0,0,0,0,0
4841,Mpox,AIR/DROPLET-BORNE DISEASES,2025,24,1,1,,8,9,
4842,Mumps,AIR/DROPLET-BORNE DISEASES,2025,24,4,8,5,113,127,94
4843,Pertussis,AIR/DROPLET-BORNE DISEASES,2025,24,1,2,0,48,45,9
4844,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2025,24,2,2,0,64,60,34
4845,Rubella,AIR/DROPLET-BORNE DISEASES,2025,24,0,0,0,0,0,0
4846,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2025,24,0,0,0,0,0,0
4847,Tetanus,AIR/DROPLET-BORNE DISEASES,2025,24,0,0,0,0,0,0
4848,Acute Hepatitis B,OTHER DISEASES,2025,24,0,1,1,16,18,18
4849,Acute Hepatitis C,OTHER DISEASES,2025,24,1,0,0,17,7,7
4850,Botulism,OTHER DISEASES,2025,24,0,0,0,0,0,0
4851,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2025,25,2,2,0,43,19,15
4852,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2025,25,3,2,0,30,20,24
4853,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2025,25,14,11,9,272,235,235
4854,Cholera,FOOD/WATER-BORNE DISEASES,2025,25,0,0,0,2,0,0
4855,Paratyphoid,FOOD/WATER-BORNE DISEASES,2025,25,0,0,0,10,13,7
4856,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2025,25,0,0,0,1,0,0
4857,Salmonellosis,FOOD/WATER-BORNE DISEASES,2025,25,24,26,28,593,683,629
4858,Typhoid,FOOD/WATER-BORNE DISEASES,2025,25,1,1,0,25,27,27
4859,Chikungunya Fever,VECTOR-BORNE DISEASES,2025,25,1,0,0,13,5,5
4860,Dengue Fever,VECTOR-BORNE DISEASES,2025,25,106,296,296,2472,8933,8933
4861,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2025,25,0,1,1,12,32,27
4862,Japanese Encephalitis,VECTOR-BORNE DISEASES,2025,25,0,0,0,0,0,0
4863,Leptospirosis,VECTOR-BORNE DISEASES,2025,25,2,1,1,36,23,22
4864,Malaria,VECTOR-BORNE DISEASES,2025,25,0,0,0,15,10,7
4865,Murine Typhus,VECTOR-BORNE DISEASES,2025,25,1,4,0,52,33,5
4866,Nipah Virus Infection,VECTOR-BORNE DISEASES,2025,25,0,0,0,0,0,0
4867,Plague,VECTOR-BORNE DISEASES,2025,25,0,0,0,0,0,0
4868,Yellow Fever,VECTOR-BORNE DISEASES,2025,25,0,0,0,0,0,0
4869,Zika Virus Infection,VECTOR-BORNE DISEASES,2025,25,1,0,0,8,7,1
4870,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2025,25,0,0,0,0,0,0
4871,Diphtheria,AIR/DROPLET-BORNE DISEASES,2025,25,0,0,0,0,0,0
4872,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2025,25,0,0,0,0,0,0
4873,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2025,25,0,0,0,0,0,0
4874,Legionellosis,AIR/DROPLET-BORNE DISEASES,2025,25,2,0,0,23,12,9
4875,Measles,AIR/DROPLET-BORNE DISEASES,2025,25,0,0,0,12,8,6
4876,Melioidosis,AIR/DROPLET-BORNE DISEASES,2025,25,1,0,0,29,26,20
4877,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2025,25,0,0,0,4,1,1
4878,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2025,25,0,0,0,0,0,0
4879,Mpox,AIR/DROPLET-BORNE DISEASES,2025,25,0,0,,8,9,
4880,Mumps,AIR/DROPLET-BORNE DISEASES,2025,25,3,0,4,116,127,98
4881,Pertussis,AIR/DROPLET-BORNE DISEASES,2025,25,3,6,0,51,51,9
4882,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2025,25,5,2,1,69,62,34
4883,Rubella,AIR/DROPLET-BORNE DISEASES,2025,25,0,0,0,0,0,0
4884,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2025,25,0,0,0,0,0,0
4885,Tetanus,AIR/DROPLET-BORNE DISEASES,2025,25,0,0,0,0,0,0
4886,Acute Hepatitis B,OTHER DISEASES,2025,25,0,2,0,16,20,19
4887,Acute Hepatitis C,OTHER DISEASES,2025,25,0,0,0,17,7,7
4888,Botulism,OTHER DISEASES,2025,25,0,0,0,0,0,0
4889,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2025,26,2,1,1,45,20,15
4890,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2025,26,0,0,0,30,20,24
4891,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2025,26,13,13,14,285,248,251
4892,Cholera,FOOD/WATER-BORNE DISEASES,2025,26,0,0,0,2,0,0
4893,Paratyphoid,FOOD/WATER-BORNE DISEASES,2025,26,0,0,0,10,13,7
4894,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2025,26,0,0,0,1,0,0
4895,Salmonellosis,FOOD/WATER-BORNE DISEASES,2025,26,32,43,31,625,726,675
4896,Typhoid,FOOD/WATER-BORNE DISEASES,2025,26,2,0,0,27,27,27
4897,Chikungunya Fever,VECTOR-BORNE DISEASES,2025,26,0,1,0,14,6,6
4898,Dengue Fever,VECTOR-BORNE DISEASES,2025,26,100,291,291,2572,9224,9224
4899,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2025,26,1,0,0,13,32,27
4900,Japanese Encephalitis,VECTOR-BORNE DISEASES,2025,26,0,0,0,0,0,0
4901,Leptospirosis,VECTOR-BORNE DISEASES,2025,26,3,2,0,40,25,22
4902,Malaria,VECTOR-BORNE DISEASES,2025,26,2,0,0,17,10,7
4903,Murine Typhus,VECTOR-BORNE DISEASES,2025,26,3,2,0,55,35,5
4904,Nipah Virus Infection,VECTOR-BORNE DISEASES,2025,26,0,0,0,0,0,0
4905,Plague,VECTOR-BORNE DISEASES,2025,26,0,0,0,0,0,0
4906,Yellow Fever,VECTOR-BORNE DISEASES,2025,26,0,0,0,0,0,0
4907,Zika Virus Infection,VECTOR-BORNE DISEASES,2025,26,1,1,0,9,8,1
4908,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2025,26,0,0,0,0,0,0
4909,Diphtheria,AIR/DROPLET-BORNE DISEASES,2025,26,0,0,0,0,0,0
4910,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2025,26,0,0,0,0,0,0
4911,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2025,26,0,0,0,0,0,0
4912,Legionellosis,AIR/DROPLET-BORNE DISEASES,2025,26,1,2,1,24,14,10
4913,Measles,AIR/DROPLET-BORNE DISEASES,2025,26,1,0,0,13,8,6
4914,Melioidosis,AIR/DROPLET-BORNE DISEASES,2025,26,1,2,1,30,28,20
4915,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2025,26,0,0,0,4,1,1
4916,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2025,26,0,0,0,0,0,0
4917,Mpox,AIR/DROPLET-BORNE DISEASES,2025,26,0,0,,8,9,
4918,Mumps,AIR/DROPLET-BORNE DISEASES,2025,26,2,7,6,118,134,100
4919,Pertussis,AIR/DROPLET-BORNE DISEASES,2025,26,2,1,0,53,52,10
4920,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2025,26,1,2,1,70,64,34
4921,Rubella,AIR/DROPLET-BORNE DISEASES,2025,26,0,0,0,0,0,0
4922,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2025,26,0,0,0,0,0,0
4923,Tetanus,AIR/DROPLET-BORNE DISEASES,2025,26,0,0,0,0,0,0
4924,Acute Hepatitis B,OTHER DISEASES,2025,26,0,2,0,16,22,19
4925,Acute Hepatitis C,OTHER DISEASES,2025,26,0,1,0,17,8,8
4926,Botulism,OTHER DISEASES,2025,26,0,0,0,0,0,0
4927,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2025,27,2,2,1,47,22,16
4928,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2025,27,1,0,1,31,20,25
4929,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2025,27,9,10,12,294,258,263
4930,Cholera,FOOD/WATER-BORNE DISEASES,2025,27,0,0,0,2,0,0
4931,Paratyphoid,FOOD/WATER-BORNE DISEASES,2025,27,0,0,0,10,13,7
4932,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2025,27,0,0,0,1,0,0
4933,Salmonellosis,FOOD/WATER-BORNE DISEASES,2025,27,24,32,26,652,760,704
